what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1256432387426
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1256432977654
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1256432982746
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1256432985065
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1256433006011
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.smartEnter",1256433024343
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1256433029183
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1256433029948
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1256433039353
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1256433043909
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1256433052907
activated,editor,org.eclipse.jst.jsp.ui,1.1.401.v200908111935,"org.eclipse.jst.jsp.core.jspsource.source",1256433054501
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1256433058437
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1256433094867
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1256433097055
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1256433124712
activated,editor,org.codehaus.groovy.eclipse.ui,2.0.0.xx-20091006-1400-e35,"org.codehaus.groovy.eclipse.editor.GroovyEditor",1256433126960
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1256433131314
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1256433155537
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1256433163104
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1256433244014
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1256433260786
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1256433263704
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.refresh",1256433265147
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1256433265488
