what,kind,bundleId,bundleVersion,description,time
opened,editor,org.codehaus.groovy.eclipse.ui,2.0.0.xx-20091006-1400-e35,"org.codehaus.groovy.eclipse.editor.GroovyEditor",1256411431084
activated,editor,org.codehaus.groovy.eclipse.ui,2.0.0.xx-20091006-1400-e35,"org.codehaus.groovy.eclipse.editor.GroovyEditor",1256411431176
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1256412797739
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1256414467242
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1256414658678
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PropertiesFileEditor",1256414661838
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PropertiesFileEditor",1256414661976
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1256414771889
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1256414992096
opened,editor,org.codehaus.groovy.eclipse.ui,2.0.0.xx-20091006-1400-e35,"org.codehaus.groovy.eclipse.editor.GroovyEditor",1256414992972
activated,editor,org.codehaus.groovy.eclipse.ui,2.0.0.xx-20091006-1400-e35,"org.codehaus.groovy.eclipse.editor.GroovyEditor",1256414993037
started,bundle,org.eclipse.ui.views.log,1.0.100.v20090731,"org.eclipse.ui.views.log",1256415009471
started,bundle,org.eclipse.pde.ui,3.5.0.v20090821,"org.eclipse.pde.ui",1256415009502
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1256415019561
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1256415879781
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1256415886061
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1256415894579
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1256415914543
opened,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1256415920015
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1256415920078
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1256415920121
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1256415920135
started,bundle,org.eclipse.pde.core,3.5.100.v20090821,"org.eclipse.pde.core",1256415922869
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1256415924959
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1256415928308
