what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.java.ui,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.java.ui",1256416229085
started,bundle,org.eclipse.pde.api.tools,1.0.101.v20090714,"org.eclipse.pde.api.tools",1256416229246
started,bundle,org.eclipse.pde.api.tools.ui,1.0.101.v20090820,"org.eclipse.pde.api.tools.ui",1256416229256
started,bundle,org.codehaus.groovy.eclipse.codeassist.completion,2.0.0.xx-20091006-1400-e35,"org.codehaus.groovy.eclipse.codeassist.completion",1256416229260
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1256416248643
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1256416251038
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1256416335481
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1256416348753
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1256416354203
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1256416363793
executed,command,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.edit.text.java.format",1256416366931
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1256416376402
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1256416392662
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1256416414822
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1256416419032
opened,editor,org.eclipse.jst.jsp.ui,1.1.401.v200908111935,"org.eclipse.jst.jsp.core.jspsource.source",1256416426362
activated,editor,org.eclipse.jst.jsp.ui,1.1.401.v200908111935,"org.eclipse.jst.jsp.core.jspsource.source",1256416426399
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1256416426429
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1256416426448
activated,editor,org.eclipse.jst.jsp.ui,1.1.401.v200908111935,"org.eclipse.jst.jsp.core.jspsource.source",1256416427553
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1256416569467
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1256416572220
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1256416578244
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1256416583991
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1256416588903
